0.457221 -0.246837 0
-0.514706 0.207224 1
-0.465840 0.006160 1
0.315472 -0.409870 0
0.362957 -0.415109 0
0.525537 -0.233578 0
0.046953 0.392636 2
0.448059 -0.495357 0
0.139155 0.087546 2
0.313248 -0.196011 0
0.503007 -0.218218 0
-0.536098 -0.232068 1
0.125014 0.429532 2
-0.776599 0.002717 1
0.074302 0.214197 2
-0.857997 -0.009043 1
0.383615 -0.380358 0
0.500842 -0.330242 0
0.052177 0.266282 2
-0.743148 0.145634 1
-0.612255 -0.085370 1
-0.679024 -0.107616 1
0.370450 -0.486118 0
-0.652976 0.066672 1
0.415095 -0.257282 0
-0.748048 0.079661 1
0.491294 -0.312864 0
-0.731923 -0.205684 1
0.238151 0.494327 2
0.199781 -0.015495 2
-0.210990 -0.047429 1
0.211866 0.267375 2
-0.003585 0.189356 2
0.519683 -0.239767 0
0.525680 -0.072875 0
-0.657160 0.251588 1
0.342372 0.261872 2
-0.561371 0.267023 1
-0.472792 0.109183 1
0.459749 -0.496521 0
0.516351 -0.301211 0
0.152224 0.394679 2
0.036116 0.218326 2
-0.763372 -0.307353 1
0.072478 0.384512 2
-0.705141 -0.247408 1
0.636929 -0.143870 0
-0.114859 -0.134725 2
0.514047 -0.053673 0
0.351598 -0.514978 0
0.470434 -0.195613 0
0.252382 -0.203628 0
0.327226 -0.474681 0
0.038239 0.262390 2
0.469853 -0.114828 0
-0.612552 -0.167646 1
-0.697569 -0.221826 1
-0.353290 0.217757 1
-0.574164 -0.204273 1
0.528198 -0.395975 0
0.060933 0.198790 2
0.237062 0.407807 2
-0.633039 0.200440 1
0.025699 0.196173 2
-0.569585 -0.119396 1
-0.625916 0.045139 1
0.468523 -0.258300 0
0.239759 -0.389105 0
0.093499 0.163903 2
0.398330 -0.376559 0
0.505647 -0.455982 0
-0.649033 -0.232872 1
0.398382 -0.310025 0
-0.571114 -0.126704 1
0.011699 0.320955 2
0.396828 -0.245852 0
-0.523011 -0.111143 1
-0.714687 -0.272666 1
0.453857 -0.272516 0
0.138053 0.205785 2
0.058084 -0.125056 2
-0.624146 -0.002582 1
-0.600371 -0.261644 1
0.337746 -0.306293 0
0.567042 -0.355531 0
-0.817312 0.101295 1
0.363842 -0.242616 0
-0.650909 -0.096027 1
-0.624920 -0.161178 1
0.161110 0.242792 2
0.209640 0.424236 2
0.275587 0.694620 2
-0.639669 0.067435 1
0.250688 0.386385 2
-0.962245 0.038279 1
-0.326118 -0.296835 1
0.062184 0.191149 2
0.096840 0.375965 2
-0.089973 0.234445 2
0.491846 -0.054151 0
0.116821 0.348625 2
0.596337 -0.280517 0
0.217346 0.435092 2
0.122187 0.168768 2
0.608663 0.141018 0
0.447246 -0.259666 0
0.459198 -0.432945 0
-0.758905 0.108095 1
0.492308 -0.240634 0
0.133341 0.405413 2
-0.700563 -0.166940 1
-0.014018 -0.007607 2
-0.788137 0.128998 1
-0.676877 0.041708 1
-0.635542 -0.043807 1
0.517178 -0.087703 0
0.126944 0.423196 2
0.119273 0.084555 2
0.499568 -0.342076 0
0.050321 0.147166 2
0.064293 0.085567 2
0.586257 -0.071800 0
0.127257 0.356141 2
0.161666 0.190410 2
-0.635247 0.244234 1
0.277018 0.349390 2
0.048289 0.334204 2
-0.298631 0.110481 1
0.196844 0.529550 2
0.328543 -0.229121 0
0.573679 -0.224418 0
0.004357 -0.069882 2
0.297872 -0.357906 0
0.154850 0.113551 2
0.454881 -0.324374 0
0.214210 0.447658 2
0.413659 -0.214934 0
0.411745 -0.008432 0
0.211672 0.078696 2
