1.353737847282157292e+00 7.957324562070601459e+00
2.467901830304163546e+00 8.553736378617003311e+00
3.178719018618902048e+00 7.226873942913122129e+00
1.535227090505087544e+00 6.681938193060175557e+00
-5.054351711930631375e-01 9.612506015265978476e+00
1.336840270667635444e+00 8.308711605119379229e+00
1.185519428397220576e+00 8.766190600675917821e+00
2.260684154826132719e+00 8.683221707043490056e+00
2.225818489424032265e+00 7.613254276847459145e+00
6.552147901631567573e-01 7.130496910436513680e+00
1.022588809620968542e+00 7.767696808538248732e+00
9.949669800644128648e-01 7.243546252694262222e+00
1.437808255566899840e+00 8.664516491284619093e+00
3.423459959204233627e-02 8.729221922564354585e+00
3.045538584735552945e+00 7.576992876949416811e+00
1.671384827497963466e+00 8.348934249903379623e+00
3.185352032444489723e+00 8.175810163310217149e+00
3.484479579119230230e+00 1.068723619458132568e+01
2.230364677173248822e+00 9.436951180305488407e+00
1.968595366991268802e+00 9.679232242019921273e+00
1.710598552965626240e+00 5.316635955711902284e+00
1.078235447342413167e+00 7.394208800279526983e+00
3.470894187972792810e+00 6.882268552928396232e+00
1.793621849076728392e+00 7.401066475564696212e+00
2.914231285451977183e+00 5.948690696255223287e+00
1.968607086987262278e+00 5.878150016181757920e+00
3.215009956257506296e+00 8.096051666529129776e+00
3.593913886777190037e+00 6.687296735901248290e+00
1.975557328572918658e+00 7.482999247887601513e+00
1.676520546439212556e+00 6.405906405941486526e+00
-4.918783759427567404e-01 7.207600130428240881e+00
2.359800934493807567e+00 5.193203521375022724e+00
2.192959824251325962e+00 5.078592535406322384e+00
2.338575162313618616e+00 7.382766219496002869e+00
1.501890151220930392e-02 7.767569366168126876e+00
1.198676176333921761e+00 5.504867196698846499e+00
3.524715606910024945e+00 7.129909313924870595e+00
2.533371180763741570e+00 8.965604412780475485e+00
3.647062615208457537e+00 5.260866320485056313e+00
6.396173321576910098e-01 6.282894884755668485e+00
1.788477695447132421e+00 3.419264723371668424e+00
4.613583243576316661e+00 4.644167232939581780e+00
4.125190315527196283e+00 6.705578394017737587e+00
3.646319773587626045e+00 4.715118716852165548e+00
3.769286707722455887e+00 7.028951779909217379e+00
3.266955316998103598e+00 5.590459914102048344e+00
4.311340661831983390e+00 4.230528267440857526e+00
2.913376095743820837e+00 3.777919628798450002e+00
3.455559702021557378e+00 3.374467730763365481e+00
3.068576682151658463e+00 5.292129512040773420e+00
2.154137684753970383e+00 5.878596749295336821e+00
1.765024030293407042e+00 4.692894838457130291e+00
4.335839902647000699e+00 5.877616916989861551e+00
3.612248281618986923e+00 3.350307353706631019e+00
2.958097042351013783e+00 7.554007993285296152e+00
2.646844807419756584e+00 4.867697435070423850e+00
6.241114082294694221e+00 7.361535810901573385e+00
2.646842228346583337e+00 4.777154795015672306e+00
2.230817638417505577e+00 5.364019274055524811e+00
3.749750344616350262e+00 5.475441567985972924e+00
4.837944868746128613e+00 6.648374302048519091e+00
6.224314052228073102e+00 7.197620378489292037e+00
4.099661929355947976e+00 8.750422103228537196e+00
5.293162256753983996e+00 7.922533302847861947e+00
5.475787338712807539e+00 8.063327230308065197e+00
5.187742571077087916e+00 5.288556001213574831e+00
6.521634337294209161e+00 7.977774522795028744e+00
4.706054516717462555e+00 5.912116033353896682e+00
3.946525446359317790e+00 7.349205284530834881e+00
6.024954446998424196e+00 6.858647294396925886e+00
4.644518860233142199e+00 6.111809149650865969e+00
4.915875444232486124e+00 7.896330210666681282e+00
3.824923394556729139e+00 8.775814338772249812e+00
5.467907407819111221e+00 7.605592253220831545e+00
4.038523987658814818e+00 6.467276761432092513e+00
6.534661778797921983e+00 7.347455362474192953e+00
4.861581607481731737e+00 6.895309524049404892e+00
4.093761885685013979e+00 8.959726791534260215e+00
5.323516756199606625e+00 1.031286414688072917e+01
4.320539892673673776e+00 8.855050176618838975e+00
5.653216860564301172e+00 5.328537179245192767e+00
7.379986881609189808e+00 6.883401946988868758e+00
5.396232250251586038e+00 5.235268385384254763e+00
6.626163311345061757e+00 4.032035654657276424e+00
5.446359939329730615e+00 6.247420912336624887e+00
6.454688326883648131e+00 4.247861097264069130e+00
7.124418834984321158e+00 6.084141904019106484e+00
9.965175677289881406e+00 8.230033967785868043e+00
5.953739160146689358e+00 5.814233086738788359e+00
7.581315372090818627e+00 3.403226352981558289e+00
6.146322307974618759e+00 4.583034423235663013e+00
8.412388880476786568e+00 5.607289943131798182e+00
8.186496097976759145e+00 4.438543228359433712e+00
7.952835196481276014e+00 6.841536020079757918e+00
7.767007557541244722e+00 5.874667860997552005e+00
7.441446756571856724e+00 6.493330015890523832e+00
6.023224193016441852e+00 5.201353527110958552e+00
6.246201232681781512e+00 7.044222262049067318e+00
5.704544253285274813e+00 5.014834187095959628e+00
5.795719695076271272e+00 4.087661494959944797e+00
4.142800534127779599e+00 4.196856152867612266e+00
2.693977395901519856e+00 2.546647114042991156e+00
1.269805160480894646e+00 4.759816390670611241e+00
2.689082645782625125e+00 2.422605042314462942e+00
2.024847317698219573e+00 5.158035847510736183e+00
1.076343179912056414e+00 9.929133425048584094e-01
1.722144413929764806e+00 3.056541596505864433e+00
2.561731924321759557e+00 5.536142140872914119e+00
2.857940088312805216e+00 1.784087512672296372e+00
1.169622853544813434e+00 2.509068484349058270e+00
1.810804587972749680e+00 3.570409929401282323e+00
3.819791658116551858e+00 3.212954647109195427e+00
2.411596026272870841e+00 5.311112903445463829e+00
2.669388911801202635e+00 2.599687354187984578e+00
2.454832621987991015e+00 4.863218207684032457e+00
1.302927692786077341e+00 1.991066138210898728e+00
3.030283774043367906e+00 3.635106478815866460e+00
2.728670801772835830e+00 3.190060748746427866e+00
4.513120727593062043e+00 1.889463883968843128e+00
1.964853146351782653e+00 3.117224402708271391e+00
4.132494269758828054e+00 2.756258964702462677e+00
3.498085323499541932e+00 1.298938809204600808e+00
1.328164025521939129e+00 4.998833197264993533e-01
2.945505528583599375e+00 6.436088847141434588e-01
-1.024049397426857411e+00 -1.227823044205072822e+00
3.832133077699041213e+00 2.285646604251896807e+00
4.510341250945153035e+00 -8.086599042177806673e-01
1.823881463692876403e+00 3.858479983950724446e-03
4.370491951850588919e+00 1.240700747759379219e+00
1.502691159884966376e+00 2.396596881253985067e+00
4.994177695979235665e+00 1.588694839989527097e+00
3.622457860827453580e+00 3.808866102632551875e+00
3.394558294878515348e+00 1.217978527733762251e+00
2.038312254484167418e+00 3.265580216338613173e+00
3.013258089253362026e+00 3.392977640839983877e+00
2.835278765329858786e+00 5.929970203271842655e-01
